id,source_table,source_id,category,vendor,client_name,rental_website_id,amount,currency,paid_at,incurred_at,reference,note,truth_level,imported_from,created_at,updated_at
0e7f7d56-2e51-4b7e-a505-db6ff1a88000,expenses,159c0b54-642f-43c1-b33a-07350535058c,AI kredity,,,,6,EUR,2026-05-14 12:00:00+00,2026-05-14 12:00:00+00,,AI kredity — Stop-zazekaniu.sk (2026) — rental_credits:ba8de981-2435-452f-abfb-c93737ed0e13:2026,legacy_import,expenses.payment_status=paid,2026-05-14 21:56:50.496245+00,2026-05-16 13:44:41.074043+00
e36469a9-3c87-4e88-9c3e-7825a4d9e04c,expenses,b071b3af-ae69-4411-aa08-a6118367e3e0,AI kredity,,,,12,EUR,2026-05-14 12:00:00+00,2026-05-14 12:00:00+00,,AI kredity — Sunland.tech (2026) — rental_credits:383c6b9e-4a57-4c9d-891d-3ac0cc863322:2026,legacy_import,expenses.payment_status=paid,2026-05-14 21:58:17.19408+00,2026-05-16 13:44:45.559094+00
d4f993e5-d9c9-4b17-a50a-96a86c9d02c0,expenses,3e4655e6-a112-4b30-bf94-84cac13d505e,AI kredity,,,,6,EUR,2026-05-17 12:00:00+00,2026-05-17 12:00:00+00,,AI kredity — Fanklub Diamond (2026) — rental_credits:5e950efa-0b55-4b71-bc88-75d4029f726c:2026,legacy_import,expenses.payment_status=paid,2026-05-17 20:44:57.453426+00,2026-05-17 20:44:57.453426+00
5ae6619d-8254-46ad-af86-3a239fffc9e6,expenses,adf0cfcf-0a02-41c8-ae26-bb6c78c1be06,AI kredity,,,,28.5,EUR,2026-06-02 12:00:00+00,2026-06-02 12:00:00+00,,AI kredity — Expertinazlato.sk (2026) — rental_credits:9794d927-d1af-465b-b8ce-a868a7f45623:2026,legacy_import,expenses.payment_status=paid,2026-06-02 22:34:15.026181+00,2026-06-05 14:02:19.693539+00
5c39bd64-8e6e-46cd-bc43-a81b6138617d,expenses,7061c885-c129-4ef8-bc0d-f342735f6180,AI kredity,,,,61.5,EUR,2026-05-14 12:00:00+00,2026-05-14 12:00:00+00,,AI kredity — Dcacademy.sk (2026) — rental_credits:6b79e6f1-6271-4433-80a1-abc036f5404a:2026,legacy_import,expenses.payment_status=paid,2026-05-14 18:58:56.7326+00,2026-06-11 09:01:41.770335+00
27d2d4ac-f49e-4206-b643-1abc1c33d059,expenses,f4d13e81-6dc7-4fb1-8f87-4bdaecdca12f,AI kredity,,,,3,EUR,2026-05-14 12:00:00+00,2026-05-14 12:00:00+00,,AI kredity — Bozz.sk (2026) — rental_credits:dc51f4e2-fd80-4d00-95cf-8a4130a4d722:2026,legacy_import,expenses.payment_status=paid,2026-05-14 21:55:48.535196+00,2026-05-16 13:43:02.09539+00
83f343ff-50d4-4727-8c82-154620023cf6,expenses,6698a82a-4d2d-4070-9e1b-2c6050e4c840,AI kredity,,,,9,EUR,2026-05-14 12:00:00+00,2026-05-14 12:00:00+00,,AI kredity — Dedicske právo (2026) — rental_credits:1fe2031b-61e8-4a65-a3d0-a0bd550e5e02:2026,legacy_import,expenses.payment_status=paid,2026-05-14 21:57:39.733268+00,2026-05-16 13:43:26.216983+00
88a5d57b-244d-4989-8be3-5b51255ec4c5,expenses,ae465df5-5d7a-4acc-9879-d4b05bcea131,AI kredity,,,,12,EUR,2026-05-14 12:00:00+00,2026-05-14 12:00:00+00,,AI kredity — Kamenictvi-diamond (2026) — rental_credits:570bec50-43a7-4656-bf51-076bf08365c7:2026,legacy_import,expenses.payment_status=paid,2026-05-14 21:58:52.68712+00,2026-05-16 13:44:02.043969+00
